Datetime,Close,High,Low,Open,Volume
2023-02-24 14:30:00+00:00,249.3800048828125,251.0,248.91000366210938,249.9600067138672,6240988
2023-02-24 14:30:00+00:00,249.3800048828125,251.0,248.91000366210938,249.9600067138672,6240988
2023-02-24 14:30:00+00:00,249.3800048828125,251.0,248.91000366210938,249.9600067138672,6240988
2023-02-24 15:30:00+00:00,249.0500030517578,249.42999267578125,248.24000549316406,249.36000061035156,2819495
2023-02-24 15:30:00+00:00,249.0500030517578,249.42999267578125,248.24000549316406,249.36000061035156,2819495
2023-02-24 15:30:00+00:00,249.0500030517578,249.42999267578125,248.24000549316406,249.36000061035156,2819495
2023-02-24 16:30:00+00:00,249.35000610351562,249.7899932861328,248.5800018310547,249.05999755859375,1940065
2023-02-24 16:30:00+00:00,249.35000610351562,249.7899932861328,248.5800018310547,249.05999755859375,1940065
2023-02-24 16:30:00+00:00,249.35000610351562,249.7899932861328,248.5800018310547,249.05999755859375,1940065
2023-02-24 17:30:00+00:00,248.75,249.58999633789062,248.1699981689453,249.35000610351562,1565200
2023-02-24 17:30:00+00:00,248.75,249.58999633789062,248.1699981689453,249.35000610351562,1565200
2023-02-24 17:30:00+00:00,248.75,249.58999633789062,248.1699981689453,249.35000610351562,1565200
2023-02-24 18:30:00+00:00,248.97000122070312,249.1999969482422,248.42999267578125,248.75,1633685
2023-02-24 18:30:00+00:00,248.97000122070312,249.1999969482422,248.42999267578125,248.75,1633685
2023-02-24 18:30:00+00:00,248.97000122070312,249.1999969482422,248.42999267578125,248.75,1633685
2023-02-24 19:30:00+00:00,249.05999755859375,249.78050231933594,248.41000366210938,248.97999572753906,2069606
2023-02-24 19:30:00+00:00,249.05999755859375,249.78050231933594,248.41000366210938,248.97999572753906,2069606
2023-02-24 19:30:00+00:00,249.05999755859375,249.78050231933594,248.41000366210938,248.97999572753906,2069606
2023-02-24 20:30:00+00:00,249.2100067138672,249.49000549316406,248.10000610351562,249.07000732421875,3116888
2023-02-24 20:30:00+00:00,249.2100067138672,249.49000549316406,248.10000610351562,249.07000732421875,3116888
2023-02-24 20:30:00+00:00,249.2100067138672,249.49000549316406,248.10000610351562,249.07000732421875,3116888
2023-02-27 14:30:00+00:00,251.8800048828125,252.82000732421875,250.75999450683594,252.4600067138672,4729065
2023-02-27 14:30:00+00:00,251.8800048828125,252.82000732421875,250.75999450683594,252.4600067138672,4729065
2023-02-27 14:30:00+00:00,251.8800048828125,252.82000732421875,250.75999450683594,252.4600067138672,4729065
2023-02-27 15:30:00+00:00,250.02000427246094,252.0,249.75999450683594,251.8699951171875,2939227
2023-02-27 15:30:00+00:00,250.02000427246094,252.0,249.75999450683594,251.8699951171875,2939227
2023-02-27 15:30:00+00:00,250.02000427246094,252.0,249.75999450683594,251.8699951171875,2939227
2023-02-27 16:30:00+00:00,250.1199951171875,250.47000122070312,249.52000427246094,250.0399932861328,1769095
2023-02-27 16:30:00+00:00,250.1199951171875,250.47000122070312,249.52000427246094,250.0399932861328,1769095
2023-02-27 16:30:00+00:00,250.1199951171875,250.47000122070312,249.52000427246094,250.0399932861328,1769095
2023-02-27 17:30:00+00:00,250.65499877929688,251.15899658203125,250.0500030517578,250.14999389648438,1217412
2023-02-27 17:30:00+00:00,250.65499877929688,251.15899658203125,250.0500030517578,250.14999389648438,1217412
2023-02-27 17:30:00+00:00,250.65499877929688,251.15899658203125,250.0500030517578,250.14999389648438,1217412
2023-02-27 18:30:00+00:00,250.2899932861328,251.02000427246094,249.89999389648438,250.67999267578125,1385770
2023-02-27 18:30:00+00:00,250.2899932861328,251.02000427246094,249.89999389648438,250.67999267578125,1385770
2023-02-27 18:30:00+00:00,250.2899932861328,251.02000427246094,249.89999389648438,250.67999267578125,1385770
2023-02-27 19:30:00+00:00,249.97000122070312,250.4499969482422,249.55999755859375,250.3000030517578,1859049
2023-02-27 19:30:00+00:00,249.97000122070312,250.4499969482422,249.55999755859375,250.3000030517578,1859049
2023-02-27 19:30:00+00:00,249.97000122070312,250.4499969482422,249.55999755859375,250.3000030517578,1859049
2023-02-27 20:30:00+00:00,250.1999969482422,250.3000030517578,249.38999938964844,250.0,2512817
2023-02-27 20:30:00+00:00,250.1999969482422,250.3000030517578,249.38999938964844,250.0,2512817
2023-02-27 20:30:00+00:00,250.1999969482422,250.3000030517578,249.38999938964844,250.0,2512817
2023-02-28 14:30:00+00:00,249.52999877929688,250.41000366210938,248.72999572753906,249.07000732421875,3247797
2023-02-28 14:30:00+00:00,249.52999877929688,250.41000366210938,248.72999572753906,249.07000732421875,3247797
2023-02-28 14:30:00+00:00,249.52999877929688,250.41000366210938,248.72999572753906,249.07000732421875,3247797
2023-02-28 15:30:00+00:00,250.1199951171875,250.5,249.10000610351562,249.5399932861328,2268581
2023-02-28 15:30:00+00:00,250.1199951171875,250.5,249.10000610351562,249.5399932861328,2268581
2023-02-28 15:30:00+00:00,250.1199951171875,250.5,249.10000610351562,249.5399932861328,2268581
2023-02-28 16:30:00+00:00,250.2552947998047,250.39999389648438,249.1300048828125,250.10000610351562,1508411
2023-02-28 16:30:00+00:00,250.2552947998047,250.39999389648438,249.1300048828125,250.10000610351562,1508411
2023-02-28 16:30:00+00:00,250.2552947998047,250.39999389648438,249.1300048828125,250.10000610351562,1508411
2023-02-28 17:30:00+00:00,251.25999450683594,251.27999877929688,250.0500030517578,250.27999877929688,1493386
2023-02-28 17:30:00+00:00,251.25999450683594,251.27999877929688,250.0500030517578,250.27999877929688,1493386
2023-02-28 17:30:00+00:00,251.25999450683594,251.27999877929688,250.0500030517578,250.27999877929688,1493386
2023-02-28 18:30:00+00:00,250.4199981689453,251.49000549316406,250.34140014648438,251.26010131835938,1515248
2023-02-28 18:30:00+00:00,250.4199981689453,251.49000549316406,250.34140014648438,251.26010131835938,1515248
2023-02-28 18:30:00+00:00,250.4199981689453,251.49000549316406,250.34140014648438,251.26010131835938,1515248
2023-02-28 19:30:00+00:00,249.30999755859375,250.44000244140625,249.2899932861328,250.44000244140625,2020402
2023-02-28 19:30:00+00:00,249.30999755859375,250.44000244140625,249.2899932861328,250.44000244140625,2020402
2023-02-28 19:30:00+00:00,249.30999755859375,250.44000244140625,249.2899932861328,250.44000244140625,2020402
2023-02-28 20:30:00+00:00,249.41000366210938,250.39999389648438,248.8000030517578,249.32000732421875,2799009
