Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.300682067871094,23.4136091546407,23.029655910867387,23.052241902599633,38409100
2010-01-05,23.308208465576172,23.413608320626405,23.06729697279695,23.225396037399417,49749600
2010-01-06,23.165170669555664,23.398553523933053,22.976958365973207,23.247983106688718,58182400
2010-01-07,22.924264907836914,23.11247725868633,22.728523890639973,23.059776594253616,50559700
2010-01-08,23.08235740661621,23.247983721206268,22.76616067080177,22.79627532942503,51197400
2010-01-11,22.78874397277832,23.157639881660536,22.67581688817287,23.119996562828195,68754700
2010-01-12,22.638174057006836,22.886614222868978,22.51771830604009,22.69840193249021,65912100
2010-01-13,22.848968505859375,22.97695289928316,22.592999719011804,22.78121197781469,51863500
2010-01-14,23.308208465576172,23.413608320626405,22.781214934108064,22.818856816375156,63228100
2010-01-15,23.232913970947266,23.51899587750955,23.119985504410348,23.398540186752264,79913200
2010-01-19,23.41361427307129,23.51901271897121,23.09741749942539,23.15011672237535,46575700
2010-01-20,23.029651641845703,23.29314908609397,22.818853399257982,23.19527790934249,54849500
2010-01-21,22.592998504638672,23.127520601654435,22.58546984237775,23.044708188675326,73086700
2010-01-22,21.802513122558594,22.73604743614434,21.712172018628333,22.585477014999295,102004600
2010-01-25,22.073537826538086,22.329506663758178,21.90791152313809,22.013309949306645,63373000
2010-01-26,22.20905113220215,22.47254863621406,21.900383078799756,21.983196949303867,66639900
2010-01-27,22.337026596069336,22.449953642240395,21.847675105364548,22.096115181318996,63949500
2010-01-28,21.95307731628418,22.487600867369675,21.749807736183545,22.465014879821087,117513700
2010-01-29,21.21529197692871,22.525249492340123,20.823810024475833,22.51019216279671,193888500
2010-02-01,21.388446807861328,21.441146024945297,21.019550852327566,21.3733894784242,85931100
2010-02-02,21.426082611083984,21.456197261406494,21.18517115228615,21.358327519749462,54413700
2010-02-03,21.5540714263916,21.674528616456314,21.170119607603908,21.275518033471442,61397900
2010-02-04,20.959318161010742,21.4561984308495,20.93673217203784,21.365855910903527,77850000
2010-02-05,21.094831466674805,21.29057239886453,20.756048807895347,21.079774140518904,80960100
2010-02-08,20.868968963623047,21.139995000795157,20.75604192678306,21.087295812666177,52820600
2010-02-09,21.08730125427246,21.33574137380881,20.891560336464195,21.057186604173243,59195800
2010-02-10,21.072250366210938,21.26046267898804,20.959323265733875,21.10236502550935,48591300
2010-02-11,21.170122146606445,21.38091902362308,20.853925395135466,21.027080382955138,65993700
2010-02-12,21.02707290649414,21.124942645174947,20.763575467967406,20.936730394219495,81117200
2010-02-16,21.443082809448242,21.458210550763322,21.19348084839269,21.276680540303996,51935600
2010-02-17,21.624610900878906,21.669992681163617,21.4506462075702,21.5792291205942,45882900
2010-02-18,21.912031173706055,21.957414397495498,21.564101780618543,21.62461130301032,42856500
2010-02-19,21.760751724243164,21.87420686521059,21.700242219549846,21.77587946108159,44451800
2010-02-22,21.730504989624023,21.889343404984587,21.66999546059642,21.81370613303484,36707100
2010-02-23,21.427955627441406,21.806140514224815,21.246427054904675,21.69268533672196,52266200
2010-02-24,21.654863357543945,21.775883833893076,21.46577093707316,21.571663673546063,43165900
2010-02-25,21.632173538208008,21.66999144584596,21.193479173368562,21.382571596879714,48735300
2010-02-26,21.685117721557617,21.821264488117297,21.56409869409582,21.669989982459743,40370600
2010-03-01,21.94985008239746,21.972540251171914,21.579229084919998,21.760757648419524,43805400
2010-03-02,21.526275634765625,22.161626140722507,21.359874861361813,21.995225367318696,93123900
2010-03-03,21.526275634765625,21.639732215776775,21.443075969393895,21.56409497598946,48442100
2010-03-04,21.654863357543945,21.669991097420173,21.382571253075273,21.526280453917384,42890600
2010-03-05,21.624610900878906,21.692684292636365,21.49602798785491,21.677556551654533,56001800
2010-03-08,21.654863357543945,21.8817751277053,21.556535933669835,21.571663673546063,39414500
2010-03-09,21.783437728881836,22.017913277140284,21.594345382476053,21.6019092494515,50271600
2010-03-10,21.912031173706055,22.017923919887274,21.783448258290928,21.82883148208037,44891400
2010-03-11,22.07086753845215,22.07843140838693,21.821265601247102,21.85151963832555,35349700
2010-03-12,22.13893699645996,22.222136665656695,21.964972346813564,22.176754896762073,31700200
2010-03-15,22.154062271118164,22.214571770471885,21.942278302050003,22.070861168509197,37512000
2010-03-16,22.214580535888672,22.30534409940256,22.085997618693302,22.252398446909318,36723500
2010-03-17,22.411235809326172,22.592765824955585,22.23727110723058,22.312908373299358,50385700
2010-03-18,22.3961124420166,22.479312147188793,22.31291129418337,22.41123874308179,43845200
2010-03-19,22.380977630615234,22.6154518136832,22.19944909120836,22.509560526361007,81332100
2010-03-22,22.388538360595703,22.46417560207394,22.229700009225365,22.312901119117463,37718200
2010-03-23,22.60032081604004,22.615448552807855,22.244827657958655,22.380974403548237,42026600
2010-03-24,22.426359176635742,22.57763367926603,22.38854127230846,22.47930481975817,33987700
2010-03-25,22.69864845275879,23.122214961063094,22.539810110481987,22.562501714424474,73168700
2010-03-26,22.433923721313477,22.842364025113305,22.38097807659734,22.759162901896165,55595500
2010-03-29,22.380977630615234,22.554942300547577,22.350722152717125,22.471741178988374,33336000
2010-03-30,22.517127990722656,22.585201384200808,22.3129078102882,22.411235243833964,34954800
2010-03-31,22.154062271118164,22.47929992848176,22.063297300757448,22.418790429128038,63760000
2010-04-01,22.055740356445312,22.343161650594094,21.64730146826114,22.1994510035197,74768100
2010-04-05,22.13893699645996,22.25995600861923,21.95740847822106,22.033044278825283,34331200
2010-04-06,22.1767578125,22.373414093779733,21.91959201718501,22.048174914842505,47366800
2010-04-07,22.199447631835938,22.358284552377427,22.04060926863395,22.055737006588522,58318800
2010-04-08,22.630584716796875,22.6759665013393,22.16163480098877,22.176762543389884,63713800
2010-04-09,22.948259353637695,23.001205007672723,22.61545624485353,22.653275599636316,54752500
2010-04-12,22.933120727539062,23.061703587452662,22.849919629165505,22.88017509863232,37068800
2010-04-13,23.031463623046875,23.069281540310826,22.789424047509957,22.804551791479966,41374600
2010-04-14,23.311309814453125,23.447456567282373,23.19029079919612,23.288619650755223,68941200
2010-04-15,23.349130630493164,23.409640141936652,23.228110164945633,23.31131128417814,52745400
2010-04-16,23.19786262512207,23.43233686727739,23.144916968118704,23.288627639028523,88703100
2010-04-19,23.477712631225586,23.636549551736216,23.26592862788425,23.273492496860065,64970300
2010-04-20,23.71974754333496,23.780257044510392,23.54578146512782,23.613854834282723,52199500
2010-04-21,23.69706153869629,23.825644439409047,23.621424283689844,23.69706153869629,55343100
2010-04-22,23.742435455322266,23.84832815434253,23.37181461540176,23.477707314422023,84847600
2010-04-23,23.41720199584961,23.88615178006347,23.182727825072938,23.538222458437474,126766600
2010-04-26,23.530658721923828,23.659241611653595,23.341566321889495,23.447457604257355,63649300
2010-04-27,23.334001541137695,23.636549080840357,23.25836429554691,23.40963878672848,68730900
2010-04-28,23.379384994506836,23.44745837617309,23.16003855342936,23.386948863876484,64557900
2010-04-29,23.447458267211914,23.77269743529248,23.19785634981576,23.394512624530996,52665200
2010-04-30,23.099525451660156,23.50796423552913,23.084397715271585,23.500400367334844,63214800
